INCIDENT_ID;DATE;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;X_13;X_14;X_15;MULTIPLE_OFFENSE
CR_137557;21-nov-09;0;21;23;4;1;4;2;0;5;2;316;2;72;62;34;1
CR_26085;24-jul-95;0;4;4;6;5;2;7;1;5;1;249;1;59;29;34;1
CR_162105;14-nov-13;0;6;6;4;1;5;6;1;6;1;249;1;72;29;34;1
CR_134731;15-sep-08;0;49;49;6;5;6;4;1;6;1;0;1;103;130;34;1
CR_136751;5-jul-09;0;7;8;7;3;2;7;1;2;1;316;1;59;62;34;1
CR_5331;7-jun-92;0;9;10;7;3;8;3;2;6;1;0;1;98;29;34;1
CR_133827;31-oct-08;0;44;44;1;3;2;7;1;6;1;316;1;109;29;34;1
CR_145227;21-APR-10;0;33;32;2;1;6;4;0;5;1;174;0;92;93;50;1
CR_116820;18-APR-06;0;33;32;2;1;8;3;0;5;1;249;1;112;25;34;1
CR_80937;29-AUG-01;0;45;45;10;3;5;6;1;2;1;249;1;72;119;34;1
CR_41992;11-mar-97;0;4;4;6;5;5;6;2;6;1;174;1;103;29;34;1
CR_173295;31-mar-15;1;4;4;6;5;15;10;1;6;1;0;1;103;80;34;1
CR_165890;11-AUG-13;1;43;43;9;0;13;18;0;5;1;174;1;103;142;34;1
CR_129353;27-JAN-08;0;11;11;7;3;2;7;0;5;2;174;1;24;107;9;0
CR_37922;24-APR-96;0;33;32;2;1;7;1;0;5;1;249;1;72;62;34;1
CR_81869;18-APR-01;0;49;49;6;5;7;1;1;6;2;249;2;103;29;34;1
CR_31232;9-oct-95;0;40;40;2;1;3;5;1;6;1;249;1;72;29;34;1
CR_109625;18-feb-05;0;33;32;2;1;5;6;2;6;1;249;1;12;29;34;1
CR_45902;5-mar-97;0;33;32;2;1;7;1;4;6;1;249;1;98;62;34;1
CR_74074;10-mar-01;0;4;4;6;5;4;2;1;6;1;249;1;103;80;34;1
CR_45720;26-mar-97;0;33;32;2;1;8;3;1;6;1;249;1;103;29;34;1
CR_75707;27-jun-01;1;9;10;7;3;15;10;1;5;1;174;1;92;107;34;1
CR_151230;1-jun-11;0;24;24;0;0;4;2;1;5;2;249;2;103;107;34;1
CR_77007;17-sep-01;7;21;23;4;1;9;8;1;6;1;249;1;112;130;34;1
CR_10795;08-JAN-92;0;49;49;6;5;4;2;0;5;1;174;0;59;77;23;1
CR_157708;29-nov-12;0;27;26;1;3;5;6;1;6;1;74;1;103;80;34;1
CR_188616;16-AUG-17;0;30;35;7;3;4;2;1;6;1;174;;72;119;23;1
CR_197833;9-sep-18;0;45;45;10;3;1;0;1;2;1;174;0;30;93;0;1
CR_5808;23-feb-92;0;16;15;0;0;1;0;0;5;1;174;0;18;93;46;1
CR_40955;04-JAN-97;0;3;2;3;5;1;0;1;6;2;0;2;72;80;34;1
CR_33090;04-JAN-96;0;4;4;6;5;1;0;0;5;1;249;1;103;29;34;1
CR_119027;19-may-06;1;47;48;7;3;16;12;1;6;1;249;1;112;29;34;1
CR_170435;03-DEC-14;0;36;34;2;1;1;0;1;5;1;290;0;18;53;46;1
CR_131677;24-oct-08;0;33;32;2;1;8;3;0;5;1;174;0;112;29;43;1
CR_31926;03-JAN-95;0;49;49;6;5;8;3;0;5;2;179;1;98;119;39;0
CR_111960;09-AUG-06;7;2;3;10;3;9;8;0;5;1;74;1;103;142;34;1
CR_160383;21-mar-12;1;47;48;7;3;15;10;0;5;1;174;1;72;93;34;1
CR_13696;13-may-93;1;22;22;7;3;15;10;0;5;1;174;0;92;29;48;1
CR_104749;12-mar-05;0;3;2;3;5;3;5;1;6;2;0;2;98;62;34;1
CR_85451;7-oct-02;0;21;23;4;1;7;1;1;6;2;316;0;103;103;34;1
CR_25191;18-jul-95;0;4;4;6;5;1;0;0;5;1;249;1;103;119;34;1
CR_162978;21-AUG-13;0;21;23;4;1;5;6;0;5;1;174;0;112;93;23;1
CR_46524;2-jul-97;1;36;34;2;1;15;10;0;5;1;174;0;92;93;0;1
CR_69474;5-nov-00;0;33;32;2;1;5;6;2;6;2;316;2;109;62;34;1
CR_139865;04-JAN-09;1;36;34;2;1;15;10;0;5;2;174;0;92;138;43;1
CR_172511;5-mar-15;0;3;2;3;5;1;0;1;3;1;174;1;103;29;34;1
CR_151952;23-nov-11;0;33;32;2;1;7;1;1;6;1;249;1;67;29;34;1
CR_177462;28-AUG-15;0;44;44;1;3;2;7;0;5;1;174;0;18;93;46;1
CR_95344;31-JAN-03;1;37;37;0;0;15;10;0;5;1;174;0;103;130;34;1
CR_31529;2-sep-95;0;45;45;10;3;5;6;2;6;1;316;1;109;80;34;1
CR_197841;25-AUG-18;0;45;45;10;3;1;0;1;6;1;316;1;103;93;34;1
CR_41693;20-oct-97;0;4;4;6;5;1;0;2;6;3;0;3;72;119;34;1
CR_142106;21-APR-10;0;4;4;6;5;4;2;2;6;1;316;1;112;130;34;1
CR_174774;13-DEC-15;0;21;23;4;1;2;7;1;6;1;316;1;103;62;34;1
CR_102068;30-may-04;0;33;32;2;1;5;6;0;5;1;249;1;103;93;34;1
CR_184062;17-sep-16;0;49;49;6;5;4;2;4;2;1;316;1;98;62;34;1
CR_118055;16-mar-06;0;39;39;6;5;4;2;1;6;1;0;1;112;62;34;1
CR_67749;5-jul-00;0;21;23;4;1;5;6;1;6;1;0;1;103;29;34;1
CR_121805;15-sep-07;7;16;15;0;0;9;8;2;6;11;174;11;98;29;34;1
CR_39174;08-DEC-96;1;36;34;2;1;15;10;1;6;1;249;1;92;29;34;1
CR_176638;1-jun-15;0;37;37;0;0;6;4;0;5;1;277;1;103;29;34;1
CR_40131;13-APR-96;0;45;45;10;3;6;4;0;5;1;174;0;103;93;43;1
CR_22415;16-AUG-94;1;36;34;2;1;15;10;0;5;1;249;1;92;93;34;1
CR_173786;8-oct-15;0;7;8;7;3;2;7;1;6;2;0;2;97;87;34;1
CR_78612;10-nov-01;0;33;32;2;1;7;1;2;6;1;316;1;12;6;34;1
CR_96675;14-jul-03;3;47;48;7;3;9;8;1;5;1;249;0;2;130;34;1
CR_145662;04-DEC-10;0;33;32;2;1;5;6;0;5;1;174;0;48;93;0;1
CR_189163;7-feb-17;0;33;32;2;1;7;1;0;5;1;174;;112;93;43;1
CR_37161;04-APR-96;0;25;25;9;0;8;3;1;6;1;249;1;24;142;34;1
CR_69839;14-oct-00;0;34;33;3;5;3;5;0;5;1;174;1;103;29;34;1
CR_70975;28-APR-00;0;40;40;2;1;6;4;1;6;1;285;1;103;93;34;1
CR_124558;28-APR-07;0;33;32;2;1;7;1;1;6;1;316;1;103;29;34;1
CR_54173;08-DEC-98;0;33;32;2;1;8;3;0;5;1;174;0;92;62;43;1
CR_175119;14-jul-15;0;24;24;0;0;5;6;1;2;1;249;1;24;62;34;1
CR_37139;10-sep-96;0;25;25;9;0;3;5;0;2;4;0;4;103;14;34;1
CR_94552;30-APR-03;0;33;32;2;1;4;2;0;5;1;316;1;92;142;34;1
CR_23069;22-feb-94;0;39;39;6;5;3;5;1;6;2;249;2;92;29;34;1
CR_51468;28-AUG-98;0;16;15;0;0;7;1;1;6;1;316;1;103;115;34;1
CR_133947;6-mar-08;1;44;44;1;3;16;12;2;2;1;316;1;59;62;34;1
CR_92072;23-nov-03;0;16;15;0;0;8;3;4;6;1;174;1;67;62;34;1
CR_114986;25-nov-06;1;22;22;7;3;15;10;0;5;1;174;1;103;29;34;1
CR_179853;23-jul-16;0;9;10;7;3;3;5;0;5;3;0;3;114;93;34;1
CR_50767;23-DEC-98;0;4;4;6;5;4;2;0;5;1;127;1;103;29;34;1
CR_129448;24-jul-08;0;16;15;0;0;8;3;1;6;2;111;1;103;29;34;0
CR_45533;25-APR-97;0;26;27;9;0;4;2;9;6;1;249;1;92;29;34;1
CR_130917;25-jul-08;3;24;24;0;0;9;8;1;5;1;249;1;2;87;34;1
CR_170300;2-may-14;0;36;34;2;1;5;6;1;2;1;316;1;92;62;34;1
CR_33733;03-AUG-96;1;4;4;6;5;15;10;0;5;1;174;1;103;93;34;1
CR_160283;03-APR-12;1;46;46;3;5;15;10;1;6;2;263;2;103;29;34;0
CR_68646;02-APR-00;5;24;24;0;0;18;13;1;6;1;249;1;72;29;34;1
CR_102316;25-jun-04;0;35;30;3;5;4;2;0;5;2;249;2;103;93;34;1
CR_6513;10-jun-92;1;22;22;7;3;16;12;1;6;3;0;3;72;29;34;1
CR_143104;11-oct-10;0;5;5;3;5;2;7;1;6;1;0;1;72;29;34;1
CR_147861;27-nov-10;0;49;49;6;5;6;4;0;5;1;174;1;103;29;34;1
CR_127694;19-mar-08;0;4;4;6;5;1;0;0;5;1;174;0;112;93;23;1
CR_190902;10-APR-17;1;47;48;7;3;15;10;1;6;1;174;0;18;124;46;1
CR_32708;01-AUG-96;0;4;4;6;5;4;2;0;5;1;174;1;103;80;34;1
CR_122621;2-feb-07;1;22;22;7;3;15;10;0;5;1;174;1;103;14;34;1
CR_92954;09-DEC-03;1;22;22;7;3;15;10;0;5;1;174;0;112;29;23;1
CR_38530;2-oct-96;1;36;34;2;1;15;10;0;5;1;174;0;18;93;46;1
CR_176854;10-JAN-15;0;37;37;0;0;2;7;0;5;1;127;1;103;0;34;1
CR_118297;9-jun-06;1;42;42;7;3;15;10;3;6;3;249;3;72;29;34;1
CR_11058;29-AUG-93;0;0;1;6;5;3;5;6;6;1;0;1;72;29;34;1
CR_75253;12-may-01;0;5;5;3;5;2;7;1;6;1;249;1;24;93;34;1
CR_72205;03-JAN-00;0;49;49;6;5;6;4;0;5;1;174;0;92;29;0;1
CR_86797;20-sep-02;0;33;32;2;1;6;4;0;5;1;174;0;2;93;0;1
CR_15541;11-oct-93;0;33;32;2;1;3;5;0;5;1;127;0;24;29;0;1
CR_49406;3-jul-98;0;4;4;6;5;3;5;2;6;1;0;1;72;29;34;1
CR_162779;04-APR-13;0;19;19;1;3;7;1;0;5;1;249;1;103;107;34;1
CR_131552;18-jul-08;0;33;32;2;1;7;1;0;5;1;249;1;103;29;34;1
CR_9512;15-JAN-92;0;38;38;10;3;3;5;1;6;1;249;1;103;29;34;1
CR_38356;4-mar-96;0;34;33;3;5;5;6;2;5;2;249;2;109;14;34;1
CR_92803;18-APR-03;0;21;23;4;1;7;1;1;6;1;0;0;72;80;34;1
CR_184192;2-mar-16;0;49;49;6;5;5;6;1;6;2;128;0;18;133;46;0
CR_6986;01-AUG-92;0;26;27;9;0;5;6;2;6;2;0;2;109;6;34;1
CR_177988;8-feb-15;0;49;49;6;5;4;2;1;6;1;0;1;72;103;34;1
CR_74628;16-feb-01;0;4;4;6;5;6;4;0;5;1;174;1;103;80;34;1
CR_109748;15-oct-05;0;33;32;2;1;8;3;0;5;1;174;0;92;29;43;1
CR_90217;29-jun-03;0;4;4;6;5;4;2;1;6;3;249;3;116;14;34;1
CR_181971;22-jul-16;0;33;32;2;1;8;3;1;6;1;249;1;72;29;34;1
CR_173217;29-jul-15;0;4;4;6;5;3;5;0;5;1;174;0;111;124;23;1
CR_120280;1-jun-07;0;4;4;6;5;1;0;0;5;1;174;1;72;142;34;1
CR_148599;25-DEC-11;0;4;4;6;5;6;4;0;5;1;174;0;18;107;46;1
CR_158858;16-feb-12;0;36;34;2;1;1;0;1;5;1;299;1;92;62;34;1
CR_182762;26-jul-16;1;37;37;0;0;16;12;0;5;1;174;0;113;142;0;1
CR_36338;24-DEC-96;1;22;22;7;3;15;10;0;5;2;127;2;103;119;34;1
CR_23711;11-mar-94;0;45;45;10;3;6;4;4;6;2;249;2;103;29;34;1
CR_101857;5-oct-04;0;33;32;2;1;7;1;0;5;1;174;0;112;93;43;1
CR_56089;3-mar-98;0;46;46;3;5;8;3;1;0;5;200;3;72;142;34;0
CR_91569;13-oct-03;0;6;6;4;1;5;6;0;5;2;179;1;103;29;36;0
CR_113181;28-feb-06;0;4;4;6;5;2;7;1;2;1;316;1;59;142;34;1
CR_100322;26-sep-04;0;23;21;4;1;6;4;1;6;1;316;1;72;62;34;1
CR_118642;5-jun-06;0;45;45;10;3;6;4;1;6;1;0;1;103;62;34;1
CR_33375;7-may-96;0;4;4;6;5;7;1;1;6;1;0;1;31;133;34;1
CR_89393;15-AUG-02;1;49;49;6;5;15;10;2;6;2;174;2;72;29;34;1
CR_119167;21-AUG-06;0;47;48;7;3;7;1;0;5;1;174;1;103;29;34;1
CR_36875;17-may-96;0;24;24;0;0;9;8;1;6;1;218;0;72;130;48;1
CR_130218;8-oct-08;1;22;22;7;3;15;10;0;5;1;174;1;103;29;34;1
CR_105271;6-jun-05;0;4;4;6;5;1;0;1;5;1;174;0;18;138;46;1
CR_56610;27-feb-99;0;3;2;3;5;1;0;3;6;1;0;1;12;62;34;1
CR_143482;6-sep-10;0;11;11;7;3;3;5;1;6;1;316;1;12;29;34;1
CR_110395;19-jun-05;0;37;37;0;0;6;4;1;6;3;249;3;113;29;34;1
CR_25422;4-may-95;1;4;4;6;5;15;10;1;6;1;316;1;92;29;34;1
CR_7565;15-oct-92;0;33;32;2;1;6;4;1;6;1;249;1;103;29;34;1
CR_115724;16-AUG-06;0;24;24;0;0;7;1;1;5;1;74;1;24;53;34;1
CR_142968;25-may-10;0;5;5;3;5;4;2;0;5;1;249;1;112;29;34;1
CR_153478;4-nov-11;0;42;42;7;3;4;2;1;2;1;174;1;103;142;34;1
CR_114607;29-jul-06;0;21;23;4;1;6;4;3;2;2;249;2;92;62;34;1
CR_104560;25-jun-04;0;51;50;7;3;7;1;1;6;1;74;0;34;142;0;1
CR_151805;8-oct-11;0;33;32;2;1;8;3;1;6;1;249;1;103;80;34;1
CR_139160;27-jun-09;0;33;32;2;1;9;8;0;5;1;316;1;92;133;34;1
CR_43834;11-DEC-97;0;16;15;0;0;1;0;1;6;1;316;1;72;62;34;1
CR_105940;13-APR-05;0;4;4;6;5;2;7;2;2;1;316;1;87;62;34;1
CR_134504;23-oct-08;0;47;48;7;3;4;2;1;5;1;249;1;103;107;34;1
CR_56396;27-sep-98;0;49;49;6;5;6;4;4;2;1;316;1;72;62;34;1
CR_104277;15-oct-04;0;47;48;7;3;3;5;1;6;1;249;0;112;93;34;1
CR_22649;19-APR-94;0;37;37;0;0;7;1;0;5;1;249;1;24;93;34;1
CR_60340;24-AUG-99;0;21;23;4;1;4;2;0;5;1;174;1;103;29;34;1
CR_38467;30-may-96;1;36;34;2;1;15;10;1;2;1;249;1;92;142;34;1
CR_77141;27-jun-01;1;22;22;7;3;15;10;0;5;1;174;0;103;93;48;1
CR_170375;26-JAN-14;0;36;34;2;1;1;0;1;2;1;0;1;92;62;34;1
CR_16066;3-sep-93;0;36;34;2;1;1;0;0;5;1;249;1;92;93;34;1
CR_153892;12-APR-11;1;47;48;7;3;15;10;1;6;1;249;1;103;29;34;1
CR_155745;22-mar-12;0;6;6;4;1;6;4;1;6;1;316;1;103;142;34;1
CR_100082;27-sep-04;1;22;22;7;3;15;10;1;6;1;0;1;103;29;34;1
CR_53335;06-APR-98;0;28;28;3;5;6;4;2;6;1;249;1;72;0;34;1
CR_32269;13-feb-96;0;3;2;3;5;1;0;3;6;1;0;1;72;29;34;1
CR_139645;2-nov-09;0;36;34;2;1;1;0;0;5;1;174;1;92;62;36;0
CR_585;29-nov-91;0;16;15;0;0;1;0;0;5;1;174;0;18;93;46;1
CR_154367;13-DEC-12;1;2;3;10;3;16;12;2;3;1;249;1;112;115;34;1
CR_158972;17-jun-12;0;36;34;2;1;1;0;2;3;1;316;1;92;93;34;1
CR_194127;25-jun-18;0;19;19;1;3;9;8;0;5;1;174;0;111;29;23;1
CR_27629;17-sep-95;1;22;22;7;3;15;10;1;2;1;316;1;34;142;34;1
CR_51654;05-DEC-98;0;17;16;0;0;4;2;0;5;1;249;1;103;29;34;1
CR_168563;27-APR-14;0;18;18;9;0;3;5;2;6;1;249;1;103;29;34;1
CR_9046;28-nov-92;0;36;34;2;1;5;6;0;5;1;249;1;92;93;34;1
CR_166339;15-mar-13;1;47;48;7;3;15;10;1;2;2;174;2;103;29;34;1
CR_150514;14-APR-11;0;21;23;4;1;7;1;3;6;1;174;0;112;93;23;1
CR_28791;18-sep-95;0;30;35;7;3;6;4;0;5;2;174;0;18;133;46;1
CR_12952;3-mar-93;0;16;15;0;0;1;0;2;6;1;316;1;72;142;34;1
CR_77817;13-jun-01;0;25;25;9;0;3;5;1;6;1;249;1;72;29;34;1
CR_187806;20-jul-17;5;24;24;0;0;18;13;2;6;1;0;1;103;107;34;1
CR_88703;25-nov-02;7;45;45;10;3;9;8;1;6;1;316;1;112;124;34;1
CR_82334;06-DEC-02;0;3;2;3;5;4;2;0;5;1;174;0;18;93;46;1
CR_39201;20-DEC-96;1;36;34;2;1;15;10;0;5;1;249;1;92;29;34;1
CR_18794;3-may-94;1;4;4;6;5;15;10;2;6;1;0;1;67;80;34;1
CR_103750;10-oct-04;0;45;45;10;3;6;4;0;5;1;174;0;98;29;34;1
CR_68667;04-AUG-00;0;24;24;0;0;5;6;0;5;1;0;1;72;29;34;1
CR_158707;24-mar-12;0;36;34;2;1;1;0;0;5;1;249;1;92;29;34;1
CR_136117;26-may-09;0;4;4;6;5;2;7;1;2;1;249;1;72;62;34;1
CR_160173;9-may-12;0;45;45;10;3;4;2;1;2;1;316;1;48;62;34;1
CR_85908;28-DEC-02;0;24;24;0;0;5;6;0;5;1;249;0;24;29;34;1
CR_7747;23-nov-92;0;33;32;2;1;5;6;0;5;1;174;0;103;93;48;1
CR_168058;1-feb-14;0;6;6;4;1;6;4;1;5;1;174;0;92;29;0;1
CR_191340;1-nov-17;1;49;49;6;5;16;12;1;6;1;249;1;59;29;34;1
CR_37393;29-oct-96;0;26;27;9;0;3;5;1;6;2;0;2;72;29;34;1
CR_36993;18-jul-96;0;24;24;0;0;5;6;1;2;1;0;1;103;142;34;1
CR_190345;14-jun-17;0;40;40;2;1;1;0;0;5;1;174;1;103;14;34;1
CR_54842;30-nov-98;0;36;34;2;1;1;0;0;5;2;174;1;18;93;38;0
CR_98186;10-jun-04;0;4;4;6;5;5;6;1;6;1;249;1;103;29;34;1
CR_24785;09-DEC-95;0;4;4;6;5;5;6;3;6;3;316;3;109;80;34;1
CR_143755;14-sep-10;0;18;18;9;0;3;5;1;6;1;316;1;103;29;34;1
CR_70022;14-feb-00;0;36;34;2;1;1;0;2;6;1;249;1;92;130;34;1
CR_137931;17-jun-09;0;23;21;4;1;8;3;1;6;1;249;1;103;29;34;1
CR_111714;23-mar-05;0;49;49;6;5;6;4;1;2;1;249;1;42;142;34;1
CR_159775;6-may-12;0;44;44;1;3;9;8;1;5;1;316;1;103;115;34;1
CR_18190;26-may-93;1;49;49;6;5;15;10;0;5;1;249;1;103;29;34;1
CR_50850;14-mar-98;0;5;5;3;5;3;5;1;5;1;249;1;112;142;34;1
CR_131362;14-nov-08;0;30;35;7;3;5;6;0;5;2;179;1;18;29;9;0
CR_107219;01-AUG-05;0;19;19;1;3;6;4;1;5;2;174;2;103;80;34;1
CR_158223;2-sep-12;0;33;32;2;1;5;6;0;5;1;249;1;112;62;34;1
CR_96248;29-JAN-03;1;45;45;10;3;15;10;1;2;1;316;1;103;62;34;1
CR_191076;24-oct-17;7;48;47;4;1;9;8;0;5;1;174;0;110;29;0;1
CR_56400;25-nov-98;0;49;49;6;5;4;2;2;6;1;249;1;103;62;34;1
CR_111170;7-jul-05;0;45;45;10;3;6;4;3;3;1;174;1;103;14;34;1
CR_119016;24-may-06;0;47;48;7;3;8;3;0;5;2;174;2;103;62;34;1
CR_21410;31-oct-94;0;33;32;2;1;7;1;0;5;1;249;1;92;130;34;1
CR_163955;21-jun-13;0;26;27;9;0;3;5;3;2;1;316;1;72;62;34;1
CR_41280;19-APR-97;0;4;4;6;5;5;6;1;5;1;249;1;116;93;34;1
CR_54642;09-JAN-98;0;36;34;2;1;1;0;0;5;2;174;1;92;29;36;0
CR_157917;23-feb-12;0;31;36;9;0;8;3;1;0;1;316;1;112;142;34;1
CR_84170;26-APR-02;0;6;6;4;1;5;6;0;5;1;249;1;59;142;34;1
CR_46260;03-APR-97;0;33;32;2;1;6;4;0;5;1;0;1;18;93;34;1
CR_146458;12-jul-10;4;36;34;2;1;9;8;1;6;1;316;1;103;29;34;1
CR_89612;29-may-03;0;2;3;10;3;8;3;1;6;1;249;0;103;29;34;1
CR_79593;16-sep-01;0;36;34;2;1;6;4;0;5;1;174;0;92;130;0;1
CR_107620;30-sep-05;0;21;23;4;1;7;1;1;6;1;316;1;12;14;34;1
CR_129226;14-may-08;0;9;10;7;3;5;6;1;2;1;0;1;112;107;34;1
CR_90520;2-nov-03;0;4;4;6;5;1;0;0;5;1;174;1;103;93;34;1
CR_132146;18-sep-08;0;33;32;2;1;5;6;0;5;1;249;1;112;29;34;1
CR_83956;15-mar-02;0;4;4;6;5;4;2;4;6;1;316;1;109;62;34;1
CR_181933;14-APR-16;0;33;32;2;1;6;4;0;5;1;249;1;72;29;34;1
CR_110101;12-sep-05;0;36;34;2;1;1;0;1;6;1;0;1;92;87;34;1
CR_8440;13-oct-92;0;36;34;2;1;1;0;1;2;1;316;1;92;93;34;1
CR_102595;17-AUG-04;1;36;34;2;1;15;10;0;5;1;249;1;92;29;34;1
CR_69082;20-feb-00;0;28;28;3;5;5;6;1;5;1;249;1;24;107;34;1
CR_103838;13-APR-04;0;45;45;10;3;1;0;0;5;2;128;1;103;29;34;0
CR_70615;12-jul-00;0;37;37;0;0;4;2;1;6;1;249;0;103;29;34;1
CR_81558;5-may-01;0;47;48;7;3;7;1;0;5;1;174;0;98;103;34;1
CR_179156;08-AUG-16;1;4;4;6;5;15;10;2;6;1;0;1;87;62;34;1
CR_54455;17-APR-98;0;36;34;2;1;1;0;4;2;1;316;1;92;62;34;1
CR_139492;31-jul-09;1;36;34;2;1;15;10;0;5;2;174;0;92;93;0;1
CR_152356;19-jul-11;0;35;30;3;5;1;0;1;6;1;174;1;103;29;34;1
CR_54857;25-DEC-98;0;36;34;2;1;1;0;0;5;1;174;0;92;93;48;1
CR_72439;04-AUG-00;0;51;50;7;3;5;6;0;5;1;174;0;72;29;0;1
CR_136634;27-jun-09;0;6;6;4;1;6;4;0;5;1;174;0;72;119;43;1
CR_134269;29-feb-08;0;45;45;10;3;1;0;0;5;1;316;1;24;29;34;1
CR_143775;9-jul-10;1;19;19;1;3;16;12;0;5;1;174;1;24;133;34;1
CR_110943;3-nov-05;0;44;44;1;3;7;1;1;6;1;316;1;112;142;34;1
CR_73180;31-may-01;0;4;4;6;5;5;6;1;6;1;290;1;34;130;34;1
CR_40916;14-jul-97;0;3;2;3;5;1;0;1;6;1;249;1;103;14;34;1
CR_127900;20-sep-08;0;4;4;6;5;1;0;0;5;1;174;1;98;29;34;1
CR_117509;31-AUG-06;0;36;34;2;1;1;0;0;5;1;174;1;92;93;9;0
CR_97221;23-jul-04;0;3;2;3;5;1;0;1;6;1;316;1;103;29;34;1
CR_186643;18-JAN-17;1;18;18;9;0;13;18;1;6;1;249;1;112;103;34;1
CR_69250;24-jul-00;0;33;32;2;1;6;4;1;6;1;249;1;116;80;34;1
CR_9575;6-may-92;0;38;38;10;3;3;5;0;5;1;174;0;92;142;43;1
CR_47985;10-nov-97;0;43;43;9;0;4;2;1;2;1;316;1;72;0;34;1
CR_117816;6-feb-06;0;37;37;0;0;7;1;0;5;1;127;1;103;29;34;1
CR_61304;09-DEC-99;0;26;27;9;0;3;5;0;5;1;249;1;72;62;34;1
CR_5044;26-oct-92;0;6;6;4;1;4;2;1;6;1;249;1;10;80;34;1
CR_192029;11-nov-18;7;4;4;6;5;9;8;1;6;1;0;1;110;29;34;1
CR_121506;16-mar-07;7;8;7;7;3;9;8;0;5;1;174;0;112;119;23;1
CR_29981;11-oct-95;0;36;34;2;1;1;0;0;5;1;174;0;92;93;46;1
CR_185978;31-may-17;0;6;6;4;1;6;4;0;5;2;174;2;103;119;34;1
CR_133686;2-oct-08;0;42;42;7;3;8;3;1;6;1;249;1;59;142;34;1
CR_197365;17-oct-18;0;44;44;1;3;4;2;1;6;1;174;1;98;29;34;1
CR_52534;8-mar-98;0;23;21;4;1;5;6;1;6;1;249;1;72;103;34;1
CR_190201;10-may-17;0;39;39;6;5;4;2;1;6;1;174;0;111;93;0;1
CR_138228;16-DEC-09;0;24;24;0;0;2;7;1;2;1;303;1;72;62;34;1
CR_78685;21-mar-01;0;33;32;2;1;5;6;0;5;1;174;0;112;53;43;1
CR_171532;22-oct-14;0;44;44;1;3;7;1;1;6;1;174;0;48;130;0;1
CR_95305;4-jun-03;0;37;37;0;0;5;6;1;6;1;316;1;72;29;34;1
CR_23643;5-jun-94;0;45;45;10;3;3;5;0;5;2;249;2;103;62;34;1
CR_43628;20-AUG-97;0;16;15;0;0;5;6;1;2;2;249;2;72;142;34;1
CR_118358;22-DEC-06;0;43;43;9;0;4;2;0;5;1;174;1;42;29;34;1
CR_161499;28-JAN-13;7;4;4;6;5;9;8;1;2;1;249;1;110;62;34;1
CR_96724;29-APR-03;0;49;49;6;5;4;2;3;6;1;0;1;72;107;34;1
CR_99382;12-mar-04;1;16;15;0;0;15;10;1;6;1;316;1;103;29;34;1
CR_106091;07-JAN-05;0;4;4;6;5;5;6;1;6;1;316;1;72;14;34;1
CR_5319;13-DEC-92;0;9;10;7;3;3;5;0;5;1;174;0;24;93;0;1
CR_143095;10-mar-10;0;5;5;3;5;2;7;1;6;1;174;1;103;107;34;1
CR_144985;10-feb-10;0;27;26;1;3;5;6;1;2;1;325;1;102;80;34;1
CR_104410;18-nov-04;1;49;49;6;5;16;12;0;5;1;316;1;12;77;34;1
CR_157280;9-jun-12;0;24;24;0;0;7;1;0;5;1;249;1;103;142;34;1
CR_120822;24-oct-07;0;4;4;6;5;1;0;2;6;2;303;2;72;107;34;1
CR_60704;22-mar-99;0;24;24;0;0;5;6;1;2;1;223;0;113;53;0;1
CR_88574;11-feb-02;0;44;44;1;3;2;7;3;2;1;316;0;103;142;34;1
CR_91767;20-mar-03;1;9;10;7;3;15;10;1;6;1;316;1;116;29;34;1
CR_150086;24-jul-11;0;16;15;0;0;4;2;5;5;3;316;3;72;29;34;1
CR_108926;15-jun-05;0;30;35;7;3;4;2;1;2;1;174;1;103;80;34;1
CR_194316;20-mar-18;0;21;23;4;1;4;2;3;3;1;244;1;111;37;34;1
CR_109437;30-jun-05;0;33;32;2;1;7;1;0;5;1;174;0;92;93;43;1
CR_116154;27-AUG-06;0;30;35;7;3;2;7;2;3;2;71;2;103;62;34;0
CR_25026;28-sep-95;0;4;4;6;5;1;0;2;3;1;316;1;72;93;34;1
CR_127051;5-nov-07;0;51;50;7;3;6;4;0;5;1;328;1;98;29;34;1
CR_57259;17-jun-99;0;4;4;6;5;1;0;1;6;1;316;1;72;29;34;1
CR_4895;18-APR-92;0;5;5;3;5;8;3;2;3;1;249;1;98;142;34;1
CR_133417;25-AUG-08;0;39;39;6;5;2;7;1;6;1;316;1;103;62;34;1
CR_19979;04-AUG-94;0;16;15;0;0;1;0;0;5;1;174;1;98;29;34;1
CR_23632;09-AUG-94;0;45;45;10;3;7;1;1;6;2;249;2;103;29;34;1
CR_190258;19-jun-17;0;39;39;6;5;4;2;0;5;1;249;1;103;29;34;1
CR_109789;8-jun-05;0;35;30;3;5;1;0;0;5;1;174;1;103;130;34;1
CR_14887;18-oct-93;0;33;32;2;1;6;4;0;5;1;249;1;103;29;34;1
CR_57268;21-jun-99;0;4;4;6;5;1;0;2;6;1;303;1;72;142;34;1
CR_57249;13-jun-99;0;4;4;6;5;1;0;1;6;1;316;1;12;130;34;1
CR_53184;11-oct-98;0;25;25;9;0;5;6;0;5;1;174;1;112;29;34;1
CR_111597;24-AUG-05;0;47;48;7;3;5;6;1;5;2;174;1;31;142;9;0
